request_id,trip_time,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
2540,18.8,-74.0022506714,40.7344589233,-73.9464569092,40.7922706604
2541,6.55,-73.9821624756,40.768535614,-73.9527053833,40.7664985657
2542,13.5333333333,-74.0039749146,40.7221488953,-73.9744873047,40.7423820496
2543,4.0,-74.0074157715,40.7432060242,-74.001739502,40.7393836975
2544,4.25,-74.0026550293,40.7343063354,-73.9943847656,40.7330322266
2545,8.0,-73.9889373779,40.7552337646,-73.9848709106,40.7435913086
2546,4.03333333333,-73.9914321899,40.7351303101,-73.9965591431,40.7427597046
2547,11.7333333333,-73.9916610718,40.7654457092,-74.0164413452,40.7050704956
2548,14.15,-73.957862854,40.8150367737,-73.9216003418,40.8512611389
2549,22.7833333333,-73.863243103,40.7699356079,-73.9688720703,40.7644348145
2550,18.7333333333,-73.8728866577,40.7742156982,-73.9432144165,40.8317337036
2551,2.26666666667,-73.9498291016,40.7762794495,-73.9506225586,40.7711105347
2552,10.2166666667,-73.9879608154,40.7380104065,-74.0059432983,40.7087783813
2553,5.81666666667,-74.0078735352,40.7404632568,-74.0020751953,40.7506904602
2554,18.7,-73.9492492676,40.6954536438,-73.8559188843,40.7368583679
2555,21.9833333333,-73.9822845459,40.7312507629,-74.0063095093,40.6785354614
2556,14.6666666667,-74.0084915161,40.7060050964,-74.0037994385,40.7517623901
2557,20.6666666667,-74.0038604736,40.7319107056,-73.9570159912,40.8018226624
2558,6.48333333333,-73.9550857544,40.7777099609,-73.9657440186,40.7903213501
2559,13.1833333333,-74.0079574585,40.740398407,-74.0063323975,40.7081298828
2560,1.35,-73.9545516968,40.7698745728,-73.9550933838,40.7749290466
2561,22.7333333333,-73.9781799316,40.6848754883,-73.877822876,40.6873207092
2562,7.86666666667,-73.9890213013,40.7215385437,-74.0062866211,40.7340888977
2563,6.16666666667,-73.8909988403,40.7465362549,-73.8774719238,40.7632751465
2564,2.06666666667,-73.9425888062,40.6800346375,-73.9515457153,40.6805610657
2565,7.26666666667,-73.9737930298,40.7792930603,-73.9547729492,40.7672615051
2566,3.2,-73.982208252,40.7747077942,-73.981086731,40.7841339111
2567,8.6,-73.9875488281,40.766998291,-73.9911499023,40.7502593994
2568,14.8166666667,-73.9794845581,40.7609138489,-73.9276199341,40.7459335327
2569,7.1,-74.0143966675,40.717250824,-74.0095367432,40.7114372253
2570,19.0333333333,-73.9905548096,40.7340812683,-73.9697494507,40.7972450256
2571,3.7,-73.9468765259,40.8083877563,-73.9524688721,40.8132324219
2572,2.18333333333,-73.9855880737,40.7679862976,-73.9929504395,40.7577819824
2573,9.28333333333,-73.972869873,40.7599983215,-73.995300293,40.7396736145
2574,7.58333333333,-74.002822876,40.7560043335,-73.988067627,40.7499465942
2575,6.58333333333,-73.9655075073,40.7668418884,-73.9890136719,40.7576446533
2576,7.51666666667,-73.989112854,40.7586631775,-74.0041656494,40.7427253723
2577,24.8666666667,-73.9837722778,40.7258415222,-73.9854812622,40.7596817017
2578,34.8666666667,-73.7823562622,40.6443099976,-73.991065979,40.7450752258
2579,19.55,-73.9821929932,40.7311401367,-73.9596176147,40.6911697388
2580,8.63333333333,-73.9691085815,40.7643966675,-73.989982605,40.7619628906
2581,31.0833333333,-73.9467468262,40.7493209839,-74.0088195801,40.6165390015
2582,11.0166666667,-73.86353302,40.769908905,-73.9264526367,40.7620887756
2583,3.71666666667,-73.9052734375,40.8628311157,-73.9179916382,40.8624916077
2584,8.68333333333,-73.9856185913,40.7588195801,-73.9891662598,40.7439193726
2585,20.9,-73.971282959,40.7578773499,-73.992515564,40.7633628845
2586,28.2166666667,-73.7823867798,40.6446685791,-73.9927062988,40.6912879944
2587,7.26666666667,-73.9734725952,40.7637481689,-73.9539031982,40.7845611572
2588,17.65,-73.9823913574,40.7582206726,-73.9851608276,40.7244377136
2589,5.48333333333,-73.9623947144,40.7591552734,-73.950668335,40.7832870483
2590,12.0,-73.9821472168,40.7721214294,-73.9685440063,40.7549552917
2591,14.5333333333,-73.9523086548,40.7898330688,-73.8998413086,40.8698120117
2592,3.76666666667,-73.9823913574,40.7316360474,-73.9831314087,40.7290153503
2593,3.31666666667,-73.9858016968,40.7496185303,-73.9942779541,40.7549247742
2594,21.1666666667,-73.8634567261,40.7697410583,-74.011100769,40.7163505554
2595,9.6,-73.9740371704,40.7472114563,-73.9925689697,40.7534713745
2596,10.1,-73.9972457886,40.7221336365,-73.9994812012,40.6934776306
2597,15.8833333333,-73.9742431641,40.7907981873,-73.9669876099,40.7568626404
2598,21.5833333333,-73.9794082642,40.7439308167,-73.9551467896,40.6729316711
2599,35.4833333333,-73.782043457,40.6447181702,-73.7911376953,40.6617584229
2600,18.5333333333,-73.873085022,40.7741203308,-73.964881897,40.8035163879
2601,4.4,-73.9725494385,40.7859344482,-73.9594955444,40.7751541138
2602,4.61666666667,-73.990234375,40.7563552856,-73.9909744263,40.7505302429
2603,6.1,-73.9870071411,40.755947113,-73.995765686,40.7593917847
2604,9.15,-73.9948501587,40.7507247925,-73.9874649048,40.7735671997
2605,17.2,-73.988899231,40.726890564,-73.9043045044,40.7476730347
2606,9.56666666667,-73.9472351074,40.7799186707,-73.9775238037,40.7794761658
2607,20.2166666667,-73.9839248657,40.7296562195,-73.9192657471,40.7590866089
2608,9.86666666667,-73.9928283691,40.7025375366,-74.0071258545,40.6531982422
2609,3.93333333333,-73.9498825073,40.7721710205,-73.9506912231,40.7774581909
2610,6.5,-73.8423614502,40.8406181335,-73.8572235107,40.831829071
2611,11.8833333333,-73.9884262085,40.7214508057,-74.0124893188,40.7168960571
2612,5.4,-73.9713821411,40.7637214661,-73.9519042969,40.7913742065
2613,6.23333333333,-73.9761962891,40.7519607544,-73.9885025024,40.7593574524
2614,16.5333333333,-74.0077972412,40.7405509949,-74.0113601685,40.7080802917
2615,12.6833333333,-73.9817581177,40.7636795044,-73.9776382446,40.7327613831
2616,6.83333333333,-73.9976730347,40.7361221313,-73.9786148071,40.7344665527
2617,8.01666666667,-73.971031189,40.7576522827,-73.9917678833,40.7707252502
2618,33.7666666667,-73.7889556885,40.6472969055,-73.9444122314,40.8280525208
2619,13.6833333333,-74.0114517212,40.7025413513,-73.9865112305,40.7401504517
2620,19.45,-73.8636856079,40.7695960999,-73.9803771973,40.7420768738
2621,4.48333333333,-73.9958572388,40.7387161255,-73.9841918945,40.7383880615
2622,7.36666666667,-73.9943847656,40.719291687,-73.9975280762,40.7415504456
2623,10.4833333333,-74.005027771,40.7193183899,-73.977935791,40.7636260986
2624,29.6666666667,-73.7924346924,40.6450805664,-73.9674377441,40.7930030823
2625,14.2833333333,-73.9450912476,40.80859375,-73.9802398682,40.7807731628
2626,4.65,-73.9930877686,40.7414283752,-74.0062866211,40.7381286621
2627,6.15,-73.9714508057,40.7562408447,-73.974861145,40.7578086853
2628,9.03333333333,-73.9893417358,40.7479515076,-74.0040893555,40.7208900452
2629,10.75,-73.977394104,40.7495613098,-73.9545974731,40.774055481
2630,5.88333333333,-73.7519378662,40.719745636,-73.7315979004,40.727432251
2631,10.35,-73.955329895,40.6906776428,-73.9891433716,40.7189979553
2632,2.3,-73.9840393066,40.7436065674,-73.9901809692,40.7352981567
2633,5.78333333333,-73.9900131226,40.7294464111,-74.0030593872,40.7387695312
2634,8.7,-73.9749603271,40.755531311,-73.9852600098,40.769367218
2635,18.9166666667,-73.9686203003,40.757598877,-73.8999404907,40.7461738586
2636,37.4166666667,-73.7898025513,40.643699646,-74.0163574219,40.7151184082
2637,21.75,-73.8726119995,40.774143219,-73.8290023804,40.8936958313
2638,26.2166666667,-73.9574661255,40.7299804688,-73.9951095581,40.7487983704
2639,7.31666666667,-73.9909286499,40.7350654602,-73.9975814819,40.7463378906
2640,28.6,-73.9839401245,40.7582931519,-73.895690918,40.74451828
2641,2.55,-73.9878845215,40.7461433411,-73.9943847656,40.750087738
2642,16.9333333333,-73.8633728027,40.7697486877,-73.9791564941,40.7441101074
2643,7.16666666667,-73.954208374,40.806060791,-73.9412384033,40.8049201965
2644,19.25,-73.9598617554,40.7736206055,-73.9499053955,40.8243560791
2645,17.3666666667,-73.7825012207,40.6446228027,-73.8273162842,40.7544403076
2646,18.3166666667,-73.925201416,40.7685089111,-73.94921875,40.7908058167
2647,3.51666666667,-73.9871063232,40.755821228,-73.9809112549,40.7503509521
2648,20.9666666667,-73.9729614258,40.7529945374,-73.9521560669,40.8229980469
2649,14.8666666667,-73.9902038574,40.7144393921,-73.8915405273,40.746723175
2650,14.4833333333,-73.9841079712,40.7565917969,-73.9535522461,40.7785491943
2651,11.1833333333,-73.94165802,40.8183364868,-73.9537506104,40.7890205383
2652,10.9666666667,-74.0048980713,40.7301559448,-73.981300354,40.7412796021
2653,5.36666666667,-73.995262146,40.7439002991,-73.9815368652,40.7368583679
2654,8.46666666667,-74.0128097534,40.7164268494,-74.0023880005,40.7398948669
2655,5.4,-73.9460067749,40.7955131531,-73.9367294312,40.8041114807
2656,16.9,-73.9645080566,40.7156066895,-73.976776123,40.6872291565
2657,19.9333333333,-73.9417419434,40.7872390747,-73.9370803833,40.8270988464
2658,11.7666666667,-73.9766464233,40.7476959229,-73.9902038574,40.7607727051
2659,5.28333333333,-73.9720001221,40.7919197083,-73.9682312012,40.7882118225
2660,3.38333333333,-74.0048522949,40.730178833,-74.002784729,40.7272872925
2661,16.0166666667,-74.0033798218,40.7240905762,-73.9767913818,40.7436790466
2662,20.3833333333,-73.8639526367,40.7700195312,-73.9853820801,40.7307701111
2663,20.0,-73.9713516235,40.7573204041,-73.984588623,40.7032203674
2664,1.43333333333,-73.9444885254,40.794719696,-73.9474945068,40.7906646729
2665,5.66666666667,-73.9462280273,40.7924079895,-73.9384918213,40.7964897156
2666,19.6333333333,-74.0074386597,40.7155647278,-73.9492492676,40.7876663208
2667,3.26666666667,-73.9743347168,40.762512207,-73.9770584106,40.755279541
2668,14.35,-74.0044250488,40.7425079346,-73.9743804932,40.756980896
2669,8.96666666667,-73.9961624146,40.7159538269,-73.9880752563,40.7346229553
2670,15.7,-73.9682312012,40.7613258362,-73.9195098877,40.7542228699
2671,5.31666666667,-73.9962844849,40.7221565247,-73.9968338013,40.711807251
2672,19.3166666667,-73.9886474609,40.7689285278,-73.9424057007,40.8238487244
2673,2.23333333333,-73.9809494019,40.7161102295,-73.9480285645,40.7177886963
2674,4.13333333333,-73.991027832,40.7603378296,-73.9948577881,40.7500953674
2675,22.4666666667,-74.0043563843,40.7340393066,-73.9477233887,40.8344573975
2676,13.8833333333,-73.9846115112,40.7482261658,-73.9864501953,40.7183303833
2677,15.5,-73.8731613159,40.7740859985,-73.7552108765,40.7400550842
2678,37.1333333333,-73.7824020386,40.6445999146,-74.0040817261,40.7340087891
2679,4.68333333333,-73.9779281616,40.76354599,-73.9657897949,40.7681846619
2680,10.9333333333,-73.9634780884,40.7586135864,-73.9843444824,40.7609176636
2681,29.2333333333,-73.9925079346,40.7453384399,-73.9129180908,40.7678108215
2682,7.96666666667,-73.98462677,40.7483558655,-73.9796600342,40.7616462708
2683,5.08333333333,-73.9886703491,40.6664047241,-74.0042877197,40.65782547
2684,11.2,-73.9942169189,40.7515068054,-73.9668807983,40.7575836182
2685,3.03333333333,-73.9946975708,40.689704895,-73.988861084,40.6935043335
2686,13.15,-74.0043640137,40.7424812317,-73.9737014771,40.7571907043
2687,8.63333333333,-74.0079574585,40.740447998,-73.9956207275,40.7593040466
2688,7.05,-73.9775619507,40.7609138489,-73.9612731934,40.7601699829
2689,17.5666666667,-73.9229507446,40.8171463013,-73.861289978,40.7375717163
2690,10.2333333333,-73.8910903931,40.7469711304,-73.8625335693,40.7431640625
2691,10.6333333333,-74.0068435669,40.7191886902,-73.9923782349,40.686706543
2692,2.48333333333,-73.9822158813,40.7686805725,-73.9818649292,40.7636795044
2693,21.1166666667,-73.9864425659,40.7668609619,-73.9187393188,40.8072891235
2694,2.28333333333,-73.9512252808,40.785446167,-73.9535751343,40.7792510986
2695,4.03333333333,-73.9822692871,40.7748908997,-73.9911346436,40.7603912354
2696,20.3833333333,-73.9974822998,40.7368927002,-73.978012085,40.6465072632
2697,11.65,-73.9744491577,40.7912101746,-73.9937438965,40.7597923279
2698,8.0,-73.9852600098,40.6864395142,-73.9805145264,40.6602706909
2699,17.95,-73.8627853394,40.7687492371,-73.9485549927,40.7848167419
2700,8.8,-73.9833526611,40.7513427734,-74.0010986328,40.7464027405
2701,13.15,-73.9826507568,40.7569847107,-73.9520797729,40.7695808411
2702,23.95,-73.9663696289,40.7105178833,-73.9075546265,40.6874656677
2703,4.28333333333,-73.9697341919,40.7853088379,-73.9558029175,40.7779808044
2704,8.48333333333,-73.9537353516,40.7710838318,-73.9789886475,40.7405853271
2705,5.23333333333,-73.9733581543,40.7521896362,-73.9815216064,40.7327690125
2706,21.7833333333,-73.8637161255,40.769569397,-73.9902648926,40.7561302185
2707,24.0333333333,-73.7898483276,40.6437416077,-73.9259109497,40.757270813
2708,2.93333333333,-73.9959106445,40.7645645142,-73.9874420166,40.7688064575
2709,9.28333333333,-74.0068283081,40.7193336487,-74.0075149536,40.7431144714
2710,2.96666666667,-73.9784088135,40.7288551331,-73.9857788086,40.7312927246
2711,28.8166666667,-74.0077514648,40.7404975891,-73.9486694336,40.7111663818
2712,6.28333333333,-73.8908538818,40.7469139099,-73.8827438354,40.755771637
2713,12.6333333333,-73.9571151733,40.7183761597,-73.9272766113,40.7032814026
2714,4.36666666667,-73.9876785278,40.7564964294,-73.9865646362,40.7478485107
2715,13.6,-73.987121582,40.7205238342,-74.0026016235,40.7304763794
2716,2.28333333333,-73.9993286133,40.732585907,-74.0040512085,40.7312088013
2717,15.05,-73.9622268677,40.7100715637,-73.9638290405,40.6835289001
2718,12.2166666667,-73.9857940674,40.7411994934,-73.9883117676,40.7640533447
2719,4.8,-73.8920288086,40.7487983704,-73.9046554565,40.7455177307
2720,6.5,-73.9846496582,40.748550415,-73.9793167114,40.7618370056
2721,6.58333333333,-74.0045928955,40.7228088379,-73.9886398315,40.7485580444
2722,9.21666666667,-73.9748382568,40.752872467,-73.9996185303,40.7327308655
2723,9.23333333333,-73.9830932617,40.7512893677,-73.9520111084,40.7711982727
2724,8.03333333333,-73.9172286987,40.7606811523,-73.9155883789,40.7855911255
2725,15.8833333333,-73.9946365356,40.7504386902,-73.9549026489,40.8217506409
2726,12.55,-73.9705581665,40.7591705322,-73.9849624634,40.719039917
2727,5.55,-73.9839782715,40.7392501831,-73.9934158325,40.7317962646
2728,19.4666666667,-73.9769515991,40.7526321411,-73.9407196045,40.8448905945
2729,6.1,-73.9674987793,40.7523117065,-73.9477462769,40.7761917114
2730,7.95,-73.9770278931,40.7524604797,-73.9958877563,40.7597427368
2731,26.45,-73.9897994995,40.6690216064,-73.9152984619,40.688041687
2732,18.6833333333,-74.0035095215,40.7237739563,-73.95703125,40.7458305359
2733,13.2666666667,-73.9702148438,40.7624931335,-73.9915237427,40.7385063171
2734,17.45,-73.8730316162,40.7741775513,-73.9655761719,40.6870384216
2735,3.88333333333,-73.9751586914,40.7600402832,-73.9805221558,40.764125824
2736,25.0,-73.8628158569,40.7689628601,-73.9871139526,40.6338310242
2737,3.88333333333,-73.9729385376,40.7597999573,-73.9722824097,40.756526947
2738,10.8166666667,-73.9853210449,40.7579345703,-73.9436569214,40.7765350342
2739,5.05,-73.9702529907,40.7942504883,-73.9545516968,40.8058700562
2740,23.1166666667,-73.9563903809,40.7713394165,-73.9205703735,40.7698707581
2741,7.43333333333,-73.9850158691,40.7690849304,-73.9772109985,40.7794494629
2742,18.4666666667,-73.9371032715,40.6796035767,-73.8662338257,40.6678314209
2743,15.5833333333,-73.9809646606,40.6848869324,-74.0156936646,40.6435813904
2744,13.9,-73.9951858521,40.7497215271,-73.9831085205,40.7814788818
2745,1.21666666667,-73.9922485352,40.743598938,-73.9916381836,40.738571167
2746,13.0166666667,-73.8707427979,40.7736663818,-73.9448547363,40.7990722656
2747,12.1166666667,-73.8708190918,40.7737083435,-73.8422927856,40.7214508057
2748,11.6166666667,-73.9897842407,40.7623786926,-73.9464797974,40.8362884521
2749,2.76666666667,-73.9660415649,40.7579727173,-73.9769287109,40.7517242432
2750,27.2666666667,-73.9795684814,40.7436599731,-73.9147491455,40.7756195068
2751,15.4833333333,-73.9879302979,40.7189788818,-74.0040893555,40.7427482605
2752,4.0,-73.9635467529,40.676651001,-73.9522018433,40.6743965149
2753,1.71666666667,-73.9607925415,40.7723388672,-73.9587097168,40.768321991
2754,9.21666666667,-73.984161377,40.7548446655,-73.990776062,40.7315483093
2755,6.65,-73.9166946411,40.7618255615,-73.8852081299,40.7592697144
2756,10.85,-73.9940719604,40.751789093,-73.971786499,40.7570495605
2757,31.7,-73.9748001099,40.7421302795,-73.8249282837,40.8736991882
2758,9.26666666667,-74.0034408569,40.7434997559,-73.9840698242,40.7271194458
2759,13.6166666667,-73.9685897827,40.7587509155,-73.9544677734,40.7316093445
2760,12.8666666667,-73.9943237305,40.6810112,-73.9480361938,40.6887397766
2761,10.8166666667,-73.9950408936,40.7447662354,-74.0160140991,40.7087745667
2762,9.41666666667,-73.9999237061,40.7179794312,-73.9762878418,40.7442703247
2763,5.2,-73.9551925659,40.6786155701,-73.9317169189,40.6774139404
2764,13.0166666667,-74.0056381226,40.7406082153,-74.0111083984,40.7085418701
2765,5.25,-73.975112915,40.7511405945,-73.962097168,40.7596817017
2766,3.08333333333,-73.9812011719,40.7530517578,-73.9915008545,40.7489929199
2767,6.18333333333,-73.9749603271,40.7600250244,-73.9820098877,40.775138855
2768,34.7,-73.7898483276,40.6465492249,-73.9870071411,40.75938797
2769,9.06666666667,-73.9845199585,40.7485084534,-73.9864501953,40.7600746155
2770,6.63333333333,-73.9722137451,40.7562484741,-73.9623565674,40.7605934143
2771,12.0,-73.9785614014,40.7531471252,-73.9735870361,40.7920188904
2772,6.65,-73.9465942383,40.8061180115,-73.9474105835,40.8230895996
2773,8.85,-73.9799880981,40.7840194702,-73.9407806396,40.8448219299
2774,10.8833333333,-73.983581543,40.7439689636,-74.0097961426,40.726600647
2775,11.0166666667,-73.9860992432,40.7375907898,-73.9822998047,40.7649917603
2776,25.65,-73.9796066284,40.7524681091,-73.9855041504,40.6701965332
2777,12.65,-73.8728103638,40.7741661072,-73.8174972534,40.707901001
2778,3.61666666667,-73.9765777588,40.7395210266,-73.9876785278,40.7410888672
2779,7.98333333333,-73.9993209839,40.7339515686,-73.9901733398,40.7566375732
2780,10.7833333333,-74.0102005005,40.7208404541,-73.9828186035,40.7362709045
2781,7.78333333333,-73.9518661499,40.7779197693,-73.9724884033,40.743473053
2782,2.76666666667,-73.9968261719,40.7473602295,-73.9906387329,40.7560501099
2783,4.95,-74.0028610229,40.7309036255,-73.9948501587,40.7261581421
2784,10.0666666667,-73.9792404175,40.7593727112,-73.9762115479,40.7760467529
2785,9.88333333333,-73.9883575439,40.7314071655,-73.9663162231,40.7588806152
2786,22.1,-73.9839019775,40.7213249207,-73.9597396851,40.6547164917
2787,9.35,-74.0057525635,40.7406234741,-74.0047149658,40.7165641785
2788,11.6,-73.7898406982,40.6468276978,-73.8129882812,40.7192420959
2789,25.15,-73.9989776611,40.7323951721,-73.9508743286,40.6659927368
2790,21.2333333333,-73.9883728027,40.7452545166,-73.9967956543,40.6870956421
2791,9.8,-73.9179840088,40.7702026367,-73.8932723999,40.7351531982
2792,5.36666666667,-73.9536819458,40.7905578613,-73.9648895264,40.8017158508
2793,22.8666666667,-73.8627700806,40.7690620422,-74.0073242188,40.7197799683
2794,9.28333333333,-74.0065689087,40.7319488525,-74.0096588135,40.7112884521
2795,18.95,-73.9725036621,40.7568206787,-73.930809021,40.7591896057
2796,5.26666666667,-73.9825744629,40.7731628418,-73.9589157104,40.7632637024
2797,22.3666666667,-73.8731689453,40.7741012573,-73.9851226807,40.7600097656
2798,17.3166666667,-73.8441009521,40.7210769653,-73.8311004639,40.6588287354
2799,15.1,-73.8625793457,40.7687263489,-73.7593994141,40.7605628967
2800,8.88333333333,-73.9883041382,40.7320785522,-73.9728927612,40.7553939819
2801,36.3,-73.7822570801,40.6446609497,-73.9869308472,40.7603111267
2802,11.5666666667,-73.9948348999,40.7246627808,-74.0073165894,40.7061538696
2803,5.38333333333,-73.9939651489,40.6815185547,-74.0007400513,40.6889572144
2804,34.7833333333,-73.7895965576,40.6469230652,-73.978843689,40.7639923096
2805,2.6,-73.9967803955,40.7475013733,-73.9904785156,40.7560882568
2806,19.85,-73.9942703247,40.7511482239,-73.9370498657,40.812538147
2807,31.95,-73.7818832397,40.6447486877,-74.003326416,40.7354393005
2808,4.6,-73.9463882446,40.7921333313,-73.9495315552,40.7768783569
2809,17.45,-73.9851837158,40.7283401489,-74.0159683228,40.7109413147
2810,6.95,-73.9542617798,40.7780685425,-73.9774017334,40.7843399048
2811,10.6,-73.9649047852,40.8064842224,-73.9240570068,40.8682861328
2812,4.96666666667,-73.9944152832,40.7512893677,-73.9851913452,40.7635002136
2813,21.6333333333,-73.9831542969,40.7628173828,-73.924156189,40.7681808472
2814,15.3333333333,-73.9909362793,40.7243423462,-73.9755783081,40.7302398682
2815,31.2333333333,-73.9711380005,40.7552719116,-73.8643188477,40.749622345
2816,14.8,-73.9916000366,40.6847114563,-73.9365768433,40.6698799133
2817,9.23333333333,-74.0039749146,40.7299957275,-73.9781417847,40.7466201782
2818,20.0166666667,-73.9784698486,40.7626495361,-74.0159988403,40.705039978
2819,21.1,-73.9574584961,40.7222213745,-73.9613647461,40.6644706726
2820,12.7833333333,-73.9393463135,40.7906303406,-73.9515151978,40.8098945618
2821,14.5,-73.987953186,40.7437286377,-73.9946594238,40.7550582886
2822,30.55,-73.9853973389,40.7586288452,-73.9588470459,40.6682891846
2823,44.45,-73.9767913818,40.7590637207,-73.922203064,40.6736412048
2824,5.28333333333,-73.9813613892,40.7471694946,-73.9797897339,40.7392730713
2825,37.8166666667,-73.9653167725,40.8061714172,-73.9955215454,40.7233314514
2826,3.05,-73.9914703369,40.7316360474,-73.998588562,40.7238807678
2827,5.85,-73.983581543,40.7260856628,-73.9946212769,40.7205848694
2828,3.58333333333,-74.0089797974,40.7309112549,-74.0047302246,40.7398414612
2829,6.63333333333,-73.987701416,40.7472915649,-74.0016937256,40.7557373047
2830,11.7166666667,-73.9898834229,40.7357254028,-73.991065979,40.7554283142
2831,4.66666666667,-73.9746704102,40.7530517578,-73.9873809814,40.7386398315
2832,4.26666666667,-73.9822769165,40.7427177429,-73.9728317261,40.7486114502
2833,18.8,-73.8729400635,40.7741088867,-73.9109420776,40.6757087708
2834,7.63333333333,-73.9812469482,40.768901825,-73.951789856,40.766078949
2835,5.03333333333,-73.9995117188,40.7335205078,-73.9911117554,40.750328064
2836,15.7333333333,-73.948059082,40.8298797607,-73.9149475098,40.8473205566
2837,11.55,-73.9564056396,40.7713241577,-73.9244384766,40.7436447144
2838,3.76666666667,-73.9679336548,40.756111145,-73.981338501,40.7584915161
2839,24.8,-73.8706741333,40.7735939026,-74.0093994141,40.7062492371
2840,11.1333333333,-73.9777297974,40.7608795166,-73.9480133057,40.7788085938
2841,35.7166666667,-74.0029296875,40.7335777283,-73.9175262451,40.7798919678
2842,10.8166666667,-73.8729629517,40.774105072,-73.8221588135,40.7393341064
2843,3.61666666667,-73.9665756226,40.8041343689,-73.961151123,40.8115997314
2844,2.35,-73.9810562134,40.7377510071,-73.9874267578,40.7333869934
2845,27.15,-74.0027084351,40.7282829285,-73.8900985718,40.7531814575
2846,2.93333333333,-73.9527511597,40.7806015015,-73.9406356812,40.7972335815
2847,33.4,-74.0002441406,40.7303543091,-73.9430465698,40.8264122009
2848,24.0666666667,-73.9901885986,40.7192802429,-73.9555435181,40.8231010437
2849,28.95,-73.9888000488,40.6930007935,-73.9468841553,40.805721283
2850,11.9666666667,-73.8641815186,40.7705497742,-73.9509048462,40.714050293
2851,3.45,-74.00415802,40.7426185608,-74.0001602173,40.7379188538
2852,22.4333333333,-73.9831008911,40.7623214722,-73.8803634644,40.8824386597
2853,7.85,-73.9870529175,40.7294235229,-73.9996032715,40.7194671631
2854,6.63333333333,-73.9998779297,40.7387695312,-73.9835510254,40.7358093262
2855,4.46666666667,-73.9909515381,40.7281570435,-73.9792404175,40.7364501953
2856,40.55,-73.9819412231,40.6792831421,-73.9882125854,40.7645072937
2857,17.0833333333,-73.9920272827,40.7403335571,-73.944519043,40.8003692627
2858,11.55,-73.9810028076,40.7377243042,-74.0158691406,40.7050514221
2859,7.51666666667,-73.9976119995,40.7564201355,-74.0069274902,40.7437095642
2860,33.4666666667,-73.7820968628,40.6446228027,-73.9667816162,40.798828125
2861,20.0,-73.924911499,40.6791152954,-73.8800201416,40.6461334229
2862,11.9333333333,-73.9848937988,40.7691993713,-73.9828033447,40.739151001
2863,17.8666666667,-73.957572937,40.722240448,-73.9606781006,40.6540718079
2864,13.8,-73.994178772,40.750831604,-73.9499206543,40.7760887146
2865,1.66666666667,-73.9626312256,40.6719894409,-73.9532089233,40.6717681885
2866,17.9666666667,-73.8626098633,40.7689590454,-73.9591445923,40.7691841125
2867,4.65,-73.9867782593,40.7580490112,-73.9777450562,40.754234314
2868,6.83333333333,-73.9841079712,40.7549934387,-73.9924316406,40.7375526428
2869,11.2833333333,-73.8446731567,40.7580184937,-73.9186630249,40.7656211853
2870,16.0666666667,-73.9931335449,40.7366943359,-73.9800720215,40.6820373535
2871,8.9,-73.9704437256,40.7591285706,-73.9821929932,40.7318191528
2872,3.76666666667,-73.9678192139,40.7556381226,-73.9918289185,40.750541687
2873,16.4166666667,-73.9833221436,40.7474479675,-73.9457931519,40.8015632629
2874,11.8,-73.995552063,40.7546615601,-74.0009536743,40.72108078
2875,10.1,-73.94506073,40.747631073,-73.9683380127,40.7532081604
2876,20.7333333333,-73.9686126709,40.7992210388,-73.9025878906,40.9123497009
2877,11.1833333333,-73.9720535278,40.7502746582,-74.009803772,40.7057685852
2878,27.3666666667,-73.7914886475,40.6454429626,-73.9874801636,40.7414054871
2879,12.4,-73.9879379272,40.7437515259,-73.9688034058,40.7644195557
2880,7.46666666667,-73.9948425293,40.7233428955,-73.9985580444,40.7402153015
2881,12.2,-73.9577636719,40.7177391052,-73.9281997681,40.6977767944
2882,14.3666666667,-73.9617080688,40.718421936,-74.0092544556,40.7067527771
2883,13.6333333333,-73.9828338623,40.7310256958,-73.9461517334,40.7924537659
2884,9.95,-74.0096359253,40.7385482788,-73.9991455078,40.721370697
2885,24.3666666667,-73.7905197144,40.6442108154,-73.9483184814,40.7264785767
2886,5.73333333333,-73.9885787964,40.7370986938,-73.9735336304,40.7528915405
2887,4.08333333333,-74.0033111572,40.7271385193,-73.9891586304,40.7477989197
2888,2.75,-73.9582443237,40.717376709,-73.9508972168,40.7237014771
2889,8.05,-73.9464187622,40.816783905,-73.954864502,40.8017349243
2890,7.41666666667,-73.978805542,40.7363967896,-73.9754714966,40.7605743408
2891,3.01666666667,-73.9877853394,40.7496681213,-73.9796905518,40.7617263794
2892,20.55,-73.8636398315,40.7696304321,-73.9852371216,40.7594833374
2893,12.6833333333,-73.9869918823,40.7395591736,-73.9689788818,40.7640342712
2894,4.01666666667,-73.9924545288,40.7690963745,-73.9930267334,40.7522621155
2895,5.71666666667,-73.9770507812,40.774887085,-73.9678268433,40.7604141235
2896,20.8333333333,-73.8637008667,40.7698516846,-73.9715270996,40.7506599426
2897,11.3166666667,-73.9985733032,40.7172203064,-73.9970092773,40.742401123
2898,4.21666666667,-73.8527145386,40.7344322205,-73.8569107056,40.725643158
2899,13.7,-73.9821777344,40.7649993896,-74.0084381104,40.7348899841
2900,27.3,-73.96144104,40.7963256836,-73.8913497925,40.7464027405
2901,2.85,-73.9735412598,40.7897491455,-73.9592514038,40.7992782593
